session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
"Historical, not yet updated",2018-10-11 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00491,HlSt 2018-10-11 KCU Medical School for a Day,Completed,,0,0,,PWY-Health Career Exploration
FAFSA,2018-10-11 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00564,CApp 2018-10-12 Center College Application Fair,Completed,,0,0,,
"Historical, not yet updated",2018-10-11 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00709,BFI 2018-10-11 BFI Mentor Check In,Completed,,26,26,,PWY-Business Career Exploration
Employability Skills,2018-10-10 6:00:00,Employability Skills - BMcCarthy - Section - 00489,EmpS 2018-10-11 Allen Village Employability Skills,Completed,,0,0,,
"Historical, not yet updated",2018-10-10 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00490,HlSt 2018-10-09 MCC-Penn Valley Health Careers Day,Completed,,0,0,,
"Historical, not yet updated",2018-10-10 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00491,HlSt 2018-10-11 KCU Medical School for a Day,Completed,,0,0,,
FAFSA,2018-10-10 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00564,CApp 2018-10-12 Center College Application Fair,Completed,,0,0,,
"Historical, not yet updated",2018-10-10 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00480,BFI 2018-10-10 BFI Mentor Checkins,Completed,,16,16,,PWY-Business Career Exploration
"Historical, not yet updated",2018-10-10 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00709,BFI 2018-10-11 BFI Mentor Check In,Completed,,0,0,,
"Historical, not yet updated",2018-10-09 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00821,HlSt 2018-10-09 MCC-Penn Valley Health Careers Day,Completed,,12,12,,PWY-Health Career Exploration
Employability Skills,2018-10-09 6:00:00,Employability Skills - BMcCarthy - Section - 00489,EmpS 2018-10-11 Allen Village Employability Skills,Completed,,0,0,,
"Historical, not yet updated",2018-10-09 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00780,HlSt 2018-10-09 MCC-Penn Valley Health Careers Day,Completed,,0,0,,PWY-Health Career Exploration
"Historical, not yet updated",2018-10-09 6:00:00,HealthStart - KJamtgaard Jones - Section - 00723,HlSt 2018-10-11 KCU Medical School for a Day,Completed,,0,0,,
FAFSA,2018-10-09 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00564,CApp 2018-10-12 Center College Application Fair,Completed,,0,0,,
Workplace Visit,2018-10-09 6:00:00,Workplace Tours - CVillanueva - Section - 00686,WT 2018-10-09 Holland 1916,Completed,,20,20,,PWY-Advanced Manufacturing Career Exploration
"Historical, not yet updated",2018-10-09 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00709,BFI 2018-10-11 BFI Mentor Check In,Completed,,0,0,,
Employability Skills,2018-10-08 6:00:00,Employability Skills - BMcCarthy - Section - 00489,EmpS 2018-10-11 Allen Village Employability Skills,Completed,,0,0,,
"Historical, not yet updated",2018-10-08 6:00:00,HealthStart - KJamtgaard Jones - Section - 00722,HlSt 2018-10-09 MCC-Penn Valley Health Careers Day,Completed,,0,0,,
"Historical, not yet updated",2018-10-08 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00491,HlSt 2018-10-11 KCU Medical School for a Day,Completed,,0,0,,
FAFSA,2018-10-08 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00564,CApp 2018-10-12 Center College Application Fair,Completed,,0,0,,
"Historical, not yet updated",2018-10-08 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00709,BFI 2018-10-11 BFI Mentor Check In,Completed,,0,0,,
Employability Skills,2018-10-07 6:00:00,Employability Skills - BMcCarthy - Section - 00489,EmpS 2018-10-11 Allen Village Employability Skills,Completed,,0,0,,
"Historical, not yet updated",2018-10-07 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00490,HlSt 2018-10-09 MCC-Penn Valley Health Careers Day,Completed,,0,0,,
"Historical, not yet updated",2018-10-07 6:00:00,HealthStart - KJamtgaard Jones - Section - 00723,HlSt 2018-10-11 KCU Medical School for a Day,Completed,,0,0,,
FAFSA,2018-10-07 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00564,CApp 2018-10-12 Center College Application Fair,Completed,,0,0,,
"Historical, not yet updated",2018-10-07 6:00:00,Business and Finance Institute - BMcCarthy - Section - 00709,BFI 2018-10-11 BFI Mentor Check In,Completed,,0,0,,
FAFSA,2018-10-05 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00634,CApp 2018-10-05 Grandview FAFSA workshop,Completed,,134,134,,
Classroom Speaker,2018-10-03 6:00:00,Classroom Speaker - CVillanueva - Section - 00699,ClsS 2018-10-03 Northwest Middle Career Speakers,Completed,,256,256,,"PWY-Health Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Bioscience Career Exploration, PWY-Engineering Career Exploration, PWY-Human Service Career Exploration, PWY-Law Career Exploration"
Workplace Visit,2018-10-02 6:00:00,Workplace Tours - CVillanueva - Section - 00685,WT 2018-10-02 Holland 1916,Completed,,41,41,,PWY-Advanced Manufacturing Career Exploration
Campus Visit,2018-09-29 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
FAFSA,2018-09-28 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00633,CApp 2018-09-28 Grandview College Application Fair,Completed,,109,109,,
Campus Visit,2018-09-28 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
Campus Visit,2018-09-27 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
Campus Visit,2018-09-26 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
"Historical, not yet updated",2018-09-25 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00607,HlSt 2018-09-25 Truman Visit for East,Completed,,6,6,,PWY-Health Career Exploration
Campus Visit,2018-09-25 6:00:00,Campus Visit - BMcCarthy - Section - 00484,CV 2018-09-25 K-State Visit,Completed,,36,36,,PWY-Business Career Exploration
Campus Visit,2018-09-24 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
Campus Visit,2018-09-23 6:00:00,Campus Visit - BMcCarthy - Section - 00710,CV 2018-09-25 K-State Visit,Completed,,0,0,,
FAFSA,2018-09-22 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
Workplace Visit,2018-09-22 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
Workplace Visit,2018-09-21 6:00:00,Workplace Tours - BMcCarthy - Section - 00796,WT 2018-09-21 MECA Challenge,Completed,,24,24,,PWY-Business Career Exploration
FAFSA,2018-09-21 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,174,174,,
Workplace Visit,2018-09-21 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
FAFSA,2018-09-20 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
"Historical, not yet updated",2018-09-20 6:00:00,Mad City Money - CVillanueva - Section - 00731,MCM 2018-09-20 Ruskin Mad City Money,Completed,,73,73,,
Workplace Visit,2018-09-20 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
FAFSA,2018-09-19 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
Workplace Visit,2018-09-19 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
FAFSA,2018-09-18 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
Workplace Visit,2018-09-18 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,31,31,,PWY-Advanced Manufacturing Career Exploration
FAFSA,2018-09-17 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
Workplace Visit,2018-09-17 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
FAFSA,2018-09-16 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00718,CApp 2018-09-21 Ruskin College Application Fair,Completed,,0,0,,
Workplace Visit,2018-09-16 6:00:00,Workplace Tours - BMcCarthy - Section - 00688,WT 2018-09-18 Holland 1916,Completed,,0,0,,
Career Jumping,2018-09-13 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00583,CJ 2018-09-13 Central Career Jumping,Completed,,250,250,,"PWY-Health Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Business Career Exploration"
Workplace Visit,2018-09-11 6:00:00,Workplace Tours - CVillanueva - Section - 00697,WT 2018-09-11 Holland 1916,Completed,,24,24,,PWY-Advanced Manufacturing Career Exploration
Workplace Visit,2018-09-08 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Classroom Speaker,2018-09-07 6:00:00,Classroom Speaker - CVillanueva - Section - 00592,ClsS 2018-09-07 Conn West Career Speakers,Completed,,196,196,,"PWY-Health Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Bioscience Career Exploration, PWY-Engineering Career Exploration"
Workplace Visit,2018-09-07 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Workplace Visit,2018-09-06 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Workplace Visit,2018-09-05 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Workplace Visit,2018-09-04 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,24,24,,PWY-Advanced Manufacturing Career Exploration
Workplace Visit,2018-09-03 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Workplace Visit,2018-09-02 6:00:00,Workplace Tours - CVillanueva - Section - 00696,WT 2018-09-04 Holland 1916,Completed,,0,0,,
Career Jumping,2018-09-01 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-31 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-30 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-29 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,598,598,,"PWY-Health Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration, PWY-Human Service Career Exploration"
Career Jumping,2018-08-28 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-27 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-26 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00698,CJ 2018-08-29 Northwest Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-25 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-24 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-23 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,115,115,,"PWY-Health Career Exploration, PWY-Business Career Exploration"
Career Jumping,2018-08-22 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-21 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
Career Jumping,2018-08-20 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
"Historical, not yet updated",2018-08-20 6:00:00,HealthStart - KJones-Jamtgaard - Section - 00606,HlSt 2018-08-20 BioNexus OneHealth Symposium,Completed,,8,8,,"PWY-Health Career Exploration, PWY-Bioscience Career Exploration"
Career Jumping,2018-08-19 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00488,CJ 2018-08-23 Allen Village Career Jumping,Completed,,0,0,,
Classroom Speaker,2018-08-10 6:00:00,Classroom Speaker - CVillanueva - Section - 00779,ClsS 2018-08-10 Classroom Connections Wyandotte,Completed,,632,632,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Bioscience Career Exploration, PWY-Engineering Career Exploration, PWY-Tech/IT Career Exploration"
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00816,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00793,,Completed,,0,0,,
Internship,,Internships - DBinion - Section - 02961,,Completed,,0,0,,
"Historical, not yet updated",,TechStart - DBinion - Section - 03021,,Completed,,0,0,,
Campus Visit,,Campus Visit - MGustafson - Section - 03266,,Completed,,0,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 00815,,Completed,,0,0,,
Internship,,Internships - DBinion - Section - 02959,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 02991,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - CVillanueva - Section - 03083,,Completed,,0,0,,
"Historical, not yet updated",,TechStart - DBinion - Section - 03245,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MGustafson - Section - 03267,,Completed,,0,0,,
Employability Skills,,Employability Skills - MHinkle - Section - 03269,,Completed,,0,0,,
Career Jumping,,CCE-Career Jumping - CVillanueva - Section - 03268,,Completed,,0,0,,
Career Jumping,,CCE-Career Jumping - CVillanueva - Section - 02937,,Completed,,35,0,,
"Historical, not yet updated",,Mad City Money - CVillanueva - Section - 00956,,Completed,,16,0,,
Career Jumping,,CCE-Career Jumping - CVillanueva - Section - 02951,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 02940,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 02920,,Completed,,12,0,,
College Options,,College Options Fair - DBinion - Section - 00983,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - BMcCarthy - Section - 03062,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 02938,,Completed,,0,0,,
IGNITE,,IGNITE - CVillanueva - Section - 00942,,Completed,,0,0,,
IGNITE,,IGNITE - BMcCarthy - Section - 02929,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 00989,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - MHinkle - Section - 03115,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - MGustafson - Section - 03116,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 03123,,Completed,,0,0,,
FAFSA,,College Application/ FAFSA Completion - CVillanueva - Section - 03145,,Completed,,0,0,,
FAFSA,,College Application/ FAFSA Completion - DBinion - Section - 00982,,Completed,,7,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03193,,Completed,,5,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03081,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - KJones-Jamtgaard - Section - 00995,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 02924,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 00994,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - DBinion - Section - 03011,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJamtgaard Jones - Section - 03201,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - KJones-Jamtgaard - Section - 01004,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJamtgaard Jones - Section - 03222,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03013,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - DBinion - Section - 03040,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03067,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 03187,,Completed,,8,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03056,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03057,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03059,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 02899,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03058,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00972,,Completed,,0,0,,
Career Jumping,,CCE-Career Jumping - CVillanueva - Section - 02903,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 02898,,Completed,,0,0,,
IGNITE,,IGNITE - CVillanueva - Section - 02902,,Completed,,0,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00935,,Completed,,0,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00936,,Completed,,2,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00940,,Completed,,0,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00937,,Completed,,0,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00938,,Completed,,0,0,,
"Historical, not yet updated",,Financial Literacy Workshops - BMcCarthy - Section - 00939,,Completed,,0,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 03041,,Completed,,1,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03001,,Completed,,1,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03109,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03110,,Completed,,0,0,,
Campus Visit,,Campus Visit - DBinion - Section - 03000,,Completed,,3,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03014,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 02994,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03015,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03244,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 03246,,Completed,,1,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03189,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03066,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03209,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03210,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03208,,Completed,,0,0,,
"Historical, not yet updated",,9th Grade CCE Advisory - DBinion - Section - 03228,,Completed,,2,0,,
"Historical, not yet updated",,Business and Finance Institute - MHinkle - Section - 03104,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03241,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - kkush - Section - 03068,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - CVillanueva - Section - 02986,,Completed,,0,0,,
"Historical, not yet updated",,Mad City Money - CVillanueva - Section - 03240,,Completed,,0,0,,
FAFSA,,College Application/ FAFSA Completion - BMcCarthy - Section - 03206,,Completed,,2,0,,
"Historical, not yet updated",,HealthStart - KJamtgaard Jones - Section - 03220,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - MHinkle - Section - 03107,,Completed,,0,0,,
Employability Skills,,Employability Skills - MGustafson - Section - 03052,,Completed,,0,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 03065,,Completed,,1,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 03060,,Completed,,0,0,,
Campus Visit,,Campus Visit - kkush - Section - 03120,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03183,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - MHinkle - Section - 03186,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - BMcCarthy - Section - 03051,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 03073,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 03072,,Completed,,0,0,,
Career Jumping,,CCE-Career Jumping - BMcCarthy - Section - 03122,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03106,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03089,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03080,,Completed,,1,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03094,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03156,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03090,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03095,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03178,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03091,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03142,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03158,,Completed,,0,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 03092,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03096,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 03097,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - MHinkle - Section - 03102,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03176,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03175,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 03232,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03174,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJamtgaard Jones - Section - 03108,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - MHinkle - Section - 03179,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - DBinion - Section - 03180,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - MHinkle - Section - 03141,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJamtgaard Jones - Section - 03140,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03124,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03126,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03125,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03127,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03130,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03131,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03128,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03129,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03133,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03135,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03134,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03132,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03138,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03139,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03137,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - KJones-Jamtgaard - Section - 03136,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03144,,Completed,,0,0,,
Campus Visit,,Campus Visit - KJones-Jamtgaard - Section - 03113,,Completed,,0,0,,
Employability Skills,,Employability Skills - MHinkle - Section - 03121,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03114,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03117,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 03118,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 03119,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03143,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - MHinkle - Section - 03155,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - MHinkle - Section - 03223,,Completed,,0,0,,
"Historical, not yet updated",,Hope Scholar - DBinion - Section - 03225,,Completed,,0,0,,
"Historical, not yet updated",,Hope Scholar - DBinion - Section - 03227,,Completed,,0,0,,
"Historical, not yet updated",,Hope Scholar - DBinion - Section - 03224,,Completed,,0,0,,
"Historical, not yet updated",,Hope Scholar - KJones-Jamtgaard - Section - 03226,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 00548,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - CVillanueva - Section - 00620,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00695,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00691,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00692,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00550,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00551,,Completed,,0,0,,
Campus Visit,,Campus Visit - DBinion - Section - 00603,,Completed,,0,0,,
Campus Visit,,Campus Visit - DBinion - Section - 00716,,Completed,,0,0,,
Campus Visit,,Campus Visit - DBinion - Section - 00561,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - CVillanueva - Section - 00581,,Completed,,0,0,,
Campus Visit,,Campus Visit - CVillanueva - Section - 00715,,Completed,,0,0,,
Campus Visit,,Campus Visit - BMcCarthy - Section - 00629,,Completed,,0,0,,
